Giá,Diện tích,Mã tin,Mặt tiền,Đường trước nhà,Số tầng,Số phòng,Số toilet,Nội thất Copy
56.0,206.0,313751,13,22,4,6,4,không
48.6,142.0,313748,7,22,4,6,4,không
4.3,36.0,313747,4,4,5,4,4,không
14.5,31.0,313744,3,3,3,3,3,không
4.4,35.0,313743,1,5,5,3,1,không
11.0,50.0,313742,1,5,6,1,1,không
14.0,150.0,313741,10,7,4,6,4,không
14.0,150.0,313740,10,7,4,6,4,không
24.5,36.0,313739,4,4,4,4,1,không
0.0,49.0,313735,5,4,5,6,4,không
3.95,49.0,313734,4,4,4,4,3,không
10.0,100.0,313733,6,10,5,4,4,không
6.5,30.0,313726,3,5,5,3,4,không
10.6,72.0,313725,4,6,4,4,4,đầy đủ
4.0,48.0,313720,4,3,1,1,1,không
30.0,100.0,313719,6,35,5,3,4,không
30.0,100.0,313718,6,35,5,3,4,không
3.65,42.0,313715,1,1,1,1,1,không
3.55,27.0,313712,4,4,4,3,3,không
5.7,41.0,313711,4,5,5,4,3,không
4.1,40.0,313707,5,4,4,3,3,không
3.88,39.0,313705,4,4,4,3,3,không
18.9,116.0,313704,7,3,7,29,30,không
3.88,43.0,313703,4,4,4,3,3,không
5.9,142.0,313701,3,9,3,3,3,không
3.0,33.0,313700,4,3,5,3,4,không
3.0,33.0,313699,4,3,5,3,4,không
5.2,151.0,313698,5,2,2,3,3,không
3.95,49.0,313693,6,3,2,2,2,không
15.0,70.0,313690,5,7,7,6,7,không
1.8,76.0,313688,4,8,1,2,1,không
6.4,36.0,313687,4,5,4,2,2,không
8.35,39.0,313685,3,7,5,3,4,không
2.5,33.0,313684,3,3,1,1,1,không
3.0,35.0,313677,4,3,5,3,4,không
3.0,35.0,313676,4,3,5,3,4,không
3.0,35.0,313674,5,3,5,3,4,không
3.0,35.0,313673,5,3,5,3,4,không
14.5,68.0,313672,5,3,8,25,26,không
6.9,67.0,313669,3,50,3,4,4,không
7.8,40.0,313667,4,3,6,11,12,không
9.999,57.0,313666,5,3,6,14,15,không
4.0,33.0,313665,3,3,5,3,4,không
21.0,90.0,313660,5,30,7,14,14,không
10.5,61.0,313658,5,5,6,13,15,không
12.9,60.0,313655,7,5,6,14,16,không
165.0,176.0,313653,8,10,12,4,10,không
6.0,70.0,313652,5,15,4,4,4,không
4.0,60.0,313651,4,3,4,3,4,không
4.0,60.0,313650,4,3,4,3,4,không
2.8,35.0,313646,4,3,4,4,3,không
9.0,50.0,313645,5,6,6,1,1,đầy đủ
11.7,50.0,313642,5,6,7,6,21,không
8.6,45.0,313641,7,6,9,21,21,không
5.5,45.0,313640,5,3,4,4,4,không
4.65,145.0,313639,10,10,50,4,3,không
6.3,45.0,313637,4,6,3,3,3,không
12.5,58.0,313636,3,12,3,2,2,không
21.3,59.0,313635,4,15,4,4,3,không
7.2,75.0,313634,5,4,3,3,3,không
3.5,30.0,313633,4,3,4,4,1,không
7.2,75.0,313631,5,4,3,3,3,không
7.2,92.0,313629,5,4,3,8,8,không
5.0,40.0,313626,4,3,5,6,4,không
5.0,40.0,313625,4,3,5,6,4,không
3.0,40.0,313622,4,3,5,5,4,không
3.0,40.0,313620,4,3,5,5,4,không
6.998,41.0,313619,4,1,7,11,11,không
5.2,52.0,313618,4,6,6,6,4,không
5.2,38.0,313616,4,3,5,5,4,không
4.3,38.0,313615,4,5,4,3,4,không
2.65,38.0,313614,4,3,3,4,3,không
6.45,56.0,313613,5,7,5,5,4,không
3.85,40.0,313612,4,2,5,8,4,không
3.0,33.0,313611,4,3,5,3,4,không
3.0,33.0,313610,4,3,5,3,4,không
5.2,52.0,313609,4,6,6,6,4,không
6.45,56.0,313608,5,7,5,5,4,không
5.5,41.0,313607,1,5,6,5,1,không
4.8,118.0,313606,9,3,3,3,2,không
3.6,30.0,313604,4,2,5,3,4,không
5.4,53.0,313603,4,2,4,5,3,không
3.7,32.0,313600,4,2,3,3,2,không
5.2,50.0,313599,43,2,3,3,2,không
5.5,35.0,313597,4,3,6,5,6,không
15.9,161.0,313596,10,7,1,1,1,không
3.0,33.0,313595,4,4,5,3,4,không
3.0,33.0,313594,4,4,5,3,4,không
3.3,50.0,313592,4,2,3,5,4,không
5.35,33.0,313591,4,2,6,4,4,không
4.888,42.0,313590,1,1,4,4,1,không
2.79,44.0,313588,5,3,3,4,3,không
6.6,53.0,313587,4,3,7,11,23,không
6.8,61.0,313586,4,5,4,4,5,không
3.55,30.0,313583,3,3,5,3,4,không
6.3,58.0,313578,4,3,4,6,6,không
13.0,100.0,313577,7,3,7,22,22,không
25.8,105.0,313576,6,7,8,28,28,không
3.25,26.0,313574,4,3,6,3,4,không
4.95,45.0,313572,5,3,5,5,5,không
7.2,45.0,313571,4,3,5,9,9,không
3.0,32.0,313566,4,3,5,3,4,không
3.0,32.0,313565,4,3,5,3,4,không
3.0,40.0,313564,5,3,5,3,4,không
3.0,40.0,313563,5,3,5,3,4,không
3.3,32.0,313561,5,3,5,5,3,không
23.5,102.0,313559,6,20,6,4,6,không
72.9,90.0,313558,6,30,9,10,6,không
125.0,300.0,313557,9,1,10,1,1,không
7.75,51.0,313556,6,30,4,1,1,không
40.5,85.0,313555,5,30,6,1,1,không
5.3,70.0,313554,5,3,1,2,1,không
10.0,67.0,313547,6,5,6,6,6,không
17.5,106.0,313545,6,17,5,5,5,không
22.0,150.0,313544,10,13,4,4,3,không
4.5,62.0,313541,6,3,4,5,4,không
6.7,47.0,313536,4,3,5,7,5,không
3.95,35.0,313535,4,3,5,4,5,không
9.4,58.0,313533,6,3,7,18,18,không
7.9,53.0,313532,5,5,5,4,5,không
24.0,65.0,313531,5,1,8,12,13,đầy đủ
3.0,33.0,313529,4,3,5,3,4,không
3.0,33.0,313528,4,3,5,3,4,không
3.0,33.0,313526,4,3,5,3,4,không
3.0,33.0,313525,4,3,5,3,4,không
5.25,37.0,313524,3,3,5,3,4,không
7.0,50.0,313522,5,5,4,4,4,không
15.0,10.0,313521,6,3,8,28,29,không
9.0,60.0,313511,6,5,6,5,5,không
6.0,60.0,313507,5,1,5,5,4,không
5.0,34.0,313504,4,8,5,3,3,không
4.6,90.0,313503,1,5,1,2,1,không
3.95,28.0,313501,3,3,4,3,1,không
5.35,35.0,313500,4,3,6,5,6,không
30.0,80.0,313493,5,12,3,4,3,không
30.0,230.0,313492,15,12,5,5,4,không
120.0,160.0,313490,8,8,2,1,1,không
5.4,38.0,313488,4,5,5,4,4,không
4.55,35.0,313487,4,3,5,3,4,không
5.5,35.0,313485,6,5,3,6,4,không
5.0,46.0,313484,6,4,5,4,4,không
4.0,43.0,313483,6,3,5,3,4,không
4.55,45.0,313482,3,4,4,3,3,không
4.0,43.0,313481,6,3,5,3,4,không
5.4,38.0,313480,4,5,5,4,4,không
5.85,38.0,313478,4,5,4,4,4,không
4.5,25.0,313476,4,6,4,4,3,không
5.9,48.0,313472,4,1,1,1,1,không
8.5,50.0,313467,5,1,5,5,3,không
3.0,40.0,313466,4,3,5,5,4,không
3.0,35.0,313460,4,3,5,3,4,không
3.0,35.0,313459,4,3,5,3,4,không
5.85,38.0,313458,4,5,4,4,4,không
10.0,68.0,313457,5,13,4,3,3,không
6.4,36.0,313451,4,5,4,2,2,không
6.4,41.0,313449,4,5,5,4,3,không
10.0,155.0,313446,5,13,5,5,4,không
12.0,88.0,313438,5,18,4,4,4,không
8.6,53.0,313437,4,3,4,3,3,không
5.5,40.0,313433,1,1,1,1,1,không
3.0,40.0,313427,5,4,5,4,4,không
3.65,31.0,313424,1,1,1,1,1,không
4.7,35.0,313423,4,6,5,3,4,không
6.7,48.0,313422,4,10,5,5,5,không
0.0,0.0,312883,3,2,4,5,3,cơ bản
2.8,31.0,313253,4,3,5,4,4,đầy đủ
2.79,30.0,313254,5,3,5,5,4,đầy đủ
0.0,0.0,313414,1,1,1,1,1,không
56.5,239.0,313412,8,40,4,6,5,không
12.0,63.0,313411,4,5,7,3,6,không
6.0,56.0,313406,8,4,5,9,9,không
4.8,37.0,313404,4,1,5,2,3,không
5.85,44.0,313402,4,4,5,6,4,đầy đủ
6.0,60.0,313400,5,4,5,4,4,không
6.4,36.0,313397,4,5,4,2,2,không
4.68,66.0,313395,6,1,10,2,3,không
16.5,65.0,313394,5,5,7,2,6,không
6.4,58.0,313383,4,2,4,6,1,cơ bản
31.0,145.0,313380,15,15,4,6,6,không
5.45,45.0,313373,5,3,5,3,4,không
31.0,140.0,313364,15,20,5,6,6,không
5.68,41.0,313363,4,5,6,6,5,không
4.5,40.0,313356,5,5,5,3,4,không
3.0,35.0,313355,5,4,5,4,4,không
4.5,40.0,313354,5,5,5,3,4,không
4.6,40.0,313353,5,5,5,4,4,không
4.5,40.0,313351,5,5,5,3,4,không
4.35,35.0,313349,4,7,5,3,3,không
1.9,30.0,313348,4,1,3,1,1,không
4.65,42.0,313345,4,3,5,7,5,không
3.98,42.0,313342,6,4,3,3,3,không
3.45,35.0,313341,4,3,4,4,3,không
6.38,40.0,313340,4,5,5,4,4,không
6.1,35.0,313339,4,1,5,3,4,không
8.0,50.0,313336,4,10,5,4,4,không
4.8,61.0,313331,4,4,4,5,4,không
5.95,45.0,313329,5,4,6,5,5,không
28.0,75.0,313325,7,40,5,5,6,không
3.9,40.0,313324,4,7,4,4,1,không
7.2,65.0,313323,4,3,6,10,11,không
7.2,65.0,313322,4,3,6,10,11,không
22.0,82.0,313321,6,4,7,18,18,không
4.75,57.0,313319,4,1,5,3,4,không
5.2,35.0,313318,4,3,5,3,4,không
3.9,42.0,313317,4,6,4,4,1,không
8.0,50.0,313315,5,10,5,5,5,không
12.0,125.0,313314,8,9,5,5,4,cơ bản
12.0,50.0,313308,7,1,8,5,6,không
58.0,110.0,313306,7,9,7,22,23,không
17.0,100.0,313303,8,5,4,4,3,không
3.5,33.0,313301,4,8,3,3,2,không
6.15,42.0,313300,4,2,7,12,12,không
13.0,65.0,313299,5,5,7,6,6,không
6.5,50.0,313298,4,10,5,4,5,không
25.0,158.0,313297,10,13,3,1,5,không
3.1,85.0,313295,4,3,3,3,1,không
4.5,42.0,313294,4,5,4,3,3,không
18.2,140.0,313293,14,12,4,4,5,không
4.5,35.0,313288,4,4,5,3,4,không
6.4,46.0,313286,4,4,5,7,5,không
5.5,43.0,313285,7,3,5,9,9,không
55.0,120.0,313284,1,18,7,5,5,không
4.999,43.0,313283,4,3,3,3,2,không
4.35,45.0,313280,4,3,4,5,4,không
12.0,90.0,313279,5,12,5,4,5,không
2.8,52.0,313276,4,3,4,4,1,không
7.3,50.0,313274,4,12,4,4,4,không
2.7,45.0,313268,4,3,5,4,1,không
22.0,80.0,313267,5,15,7,7,7,không
53.0,45.0,313266,5,5,5,3,4,không
38.0,95.0,313264,8,20,9,16,16,không
8.3,42.0,313263,5,5,5,4,4,không
4.68,66.0,313262,6,1,10,2,3,không
70.0,110.0,313258,6,15,7,8,15,không
1.35,40.0,313257,5,1,2,1,1,không
20.0,80.0,313256,5,12,7,6,9,không
6.15,42.0,313250,3,2,7,12,12,không
5.58,45.0,313249,5,3,4,4,3,không
3.6,35.0,313248,4,4,4,3,3,không
6.5,51.0,313247,4,3,4,4,3,không
4.0,44.0,313245,4,4,3,3,2,không
4.1,42.0,313244,4,4,3,5,6,không
8.0,70.0,313242,4,1,1,1,1,không
7.1,50.0,313241,4,5,4,4,3,không
9.3,110.0,313238,12,3,8,13,13,không
4.8,35.0,313237,4,1,4,3,3,không
48.0,110.0,313234,1,17,5,6,6,không
3.7,97.0,313232,8,4,2,3,1,không
6.4,48.0,313226,5,2,5,6,4,không
2.55,24.0,313225,4,2,4,2,3,không
4.68,66.0,313224,6,1,10,2,3,không
5.25,40.0,313221,4,4,4,4,3,không
26.9,110.0,313220,5,8,9,30,30,không
26.9,110.0,313219,5,8,9,30,30,không
25.0,68.0,313216,5,10,4,4,3,không
8.8,75.0,313212,5,3,6,18,18,không
8.8,75.0,313211,5,3,6,18,18,không
15.2,105.0,313209,1,17,5,4,4,không
9.3,100.0,313205,4,2,6,18,18,không
11.0,75.0,313202,4,4,7,18,18,không
9.3,100.0,313201,4,2,6,18,18,không
9.3,100.0,313200,4,2,6,18,18,không
27.0,110.0,313199,6,6,8,22,23,không
7.85,56.0,313198,7,4,4,4,4,không
16.5,118.0,313196,8,3,7,28,28,không
8.3,45.0,313190,4,4,6,4,5,không
9.3,100.0,313189,4,2,6,18,18,không
10.0,68.0,313184,1,1,5,4,3,không
12.5,88.0,313176,7,3,6,22,22,không
6.3,63.0,313175,5,10,4,5,4,không
6.0,58.0,313170,5,2,4,4,4,không
36.9,200.0,313164,12,6,3,1,1,không
25.9,133.0,313161,9,30,6,6,6,không
26.8,67.0,313160,5,15,6,6,6,không
17.6,95.0,313157,7,8,4,8,6,không
5.0,40.0,313155,4,2,5,4,4,không
12.9,45.0,313152,4,5,6,4,6,không
12.68,92.0,313148,1,1,1,1,1,không
6.0,40.0,295527,1,1,4,1,1,không
6.0,40.0,295526,1,1,5,1,1,không
55.9,145.0,313147,11,10,9,1,9,không
21.9,65.0,313145,7,6,8,5,8,không
21.9,82.0,313144,5,3,7,18,18,không
2.5,43.0,313143,4,5,5,4,1,không
3.95,35.0,313140,5,3,5,3,4,không
200.0,250.0,313139,25,20,8,36,36,không
70.0,320.0,313138,10,15,10,50,50,không
10.0,100.0,313135,8,8,5,4,3,không
2.2,50.0,313127,5,5,4,4,4,không
2.8,42.0,313123,4,5,5,4,1,không
2.5,35.0,313122,4,5,5,4,1,không
2.8,42.0,313121,4,5,5,4,1,không
3.9,40.0,313120,5,5,4,4,4,không
5.3,45.0,313114,4,1,5,6,4,không
4.1,30.0,313111,5,4,5,4,4,không
2.1,45.0,313108,5,5,4,4,4,không
35.0,110.0,313104,7,9,8,6,8,không
35.0,110.0,313102,6,7,8,6,9,không
2.2,50.0,313100,5,5,4,4,4,không
4.4,39.0,313097,4,1,5,4,3,không
39.0,100.0,313095,5,35,7,8,7,không
20.0,115.0,313093,18,15,5,5,5,không
15.0,70.0,313089,5,3,5,5,6,không
13.0,90.0,313088,7,13,4,6,4,không
2.5,40.0,313087,1,5,4,4,1,không
2.3,35.0,313086,1,5,4,3,1,không
4.45,36.0,313084,4,4,4,3,3,không
13.0,90.0,313082,7,13,4,6,4,không
13.2,50.0,313073,4,7,4,4,3,không
23.8,124.0,313062,8,7,5,4,4,không
23.0,124.0,313060,8,7,5,4,4,không
4.9,50.0,313059,4,4,4,4,3,không
4.3,36.0,313055,4,1,4,4,3,không
3.7,50.0,313053,4,10,4,3,3,không
10.0,255.0,313052,6,6,5,7,3,không
10.0,255.0,313051,6,6,5,7,3,không
2.85,30.0,313050,4,10,4,4,3,không
7.3,40.0,313047,5,4,5,4,5,không
3.55,40.0,313046,4,5,3,3,2,không
4.8,31.0,313041,4,4,5,3,3,không
35.0,220.0,313038,12,20,6,8,1,không
7.5,50.0,313036,6,4,4,6,3,không
4.2,35.0,313032,4,3,5,3,4,không
23.5,100.0,313027,7,4,7,21,21,không
25.0,210.0,313022,11,12,4,5,5,không
7.75,55.0,313021,6,4,4,4,4,không
13.8,55.0,313018,4,5,6,6,3,không
23.0,186.0,313011,10,15,4,5,1,không
7.2,45.0,313010,6,4,4,6,3,không
5.2,43.0,313003,4,4,4,4,4,không
32.5,145.0,313002,15,15,4,6,6,không
34.0,96.0,313001,6,18,6,6,6,không
6.05,40.0,313000,5,3,6,3,5,không
4.6,33.0,312999,4,4,5,3,4,không
298.0,30.0,312993,1,1,1,1,1,không
5.8,40.0,312988,4,5,4,4,3,không
3.7,32.0,312977,4,4,5,3,3,không
4.2,32.0,312976,4,4,5,3,3,không
4.2,32.0,312975,4,4,5,3,3,không
6.0,40.0,312974,5,4,6,4,5,không
7.9,75.0,312971,4,3,4,4,3,không
28.0,165.0,312970,8,5,7,25,25,không
6.3,40.0,312969,3,4,4,4,2,không
3.85,35.0,312963,4,4,5,3,4,không
4.1,35.0,312960,5,1,5,3,4,không
4.3,43.0,312958,3,3,4,4,3,không
7.0,42.0,312957,9,3,6,6,5,không
3.9,62.0,312953,4,2,4,4,3,không
7.3,47.0,312951,4,3,5,6,4,không
5.5,55.0,312949,7,3,4,4,4,không
6.95,53.0,312943,5,3,5,4,3,không
6.95,53.0,312942,5,3,5,4,3,không
10.5,63.0,312941,4,5,5,5,4,không
4.1,35.0,312940,5,4,5,3,4,không
4.95,55.0,312937,4,3,5,6,4,không
4.15,35.0,312932,4,3,5,4,4,không
8.9,75.0,312930,4,5,4,4,4,không
5.05,50.0,312928,5,4,4,3,3,không
10.8,50.0,312926,8,3,5,4,4,không
12.5,60.0,312920,6,1,6,20,1,không
3.5,34.0,312919,4,2,6,4,4,không
95.0,320.0,312918,15,50,10,1,1,không
0.0,55.0,312917,15,1,7,12,1,không
24.9,95.0,312916,8,1,7,7,7,không
15.5,68.0,312915,1,10,7,5,6,không
26.5,75.0,312911,5,15,5,6,6,không
3.15,30.0,312909,4,2,5,3,4,không
19.8,58.0,312907,1,7,7,6,6,không
4.27,37.0,312903,4,3,5,3,3,không
175.0,193.0,312902,6,12,7,32,33,không
8.168,55.0,312901,5,5,5,6,4,không
3.6,44.0,312900,4,2,5,4,3,không
65.0,254.0,312899,13,7,4,4,1,không
32.5,115.0,312898,8,6,8,8,1,không
4.23,34.0,312896,4,3,5,6,4,không
35.0,115.0,312894,6,14,5,4,4,không
58.0,90.0,312893,8,1,10,8,1,không
14.4,80.0,312892,6,4,3,3,2,không
24.9,100.0,312882,6,15,8,1,7,không
13.39,46.0,312880,6,4,7,4,6,không
7.2,35.0,312879,35,5,5,6,6,không
15.0,100.0,312878,5,15,3,1,1,không
25.0,86.0,312875,5,30,5,1,1,không
25.0,102.0,312874,6,15,8,1,1,không
3.45,41.0,312872,3,3,3,3,3,không
86.0,124.0,312870,5,1,2,1,1,không
6.7,84.0,312869,8,5,4,4,4,không
16.5,69.0,312859,1,6,6,5,7,không
16.5,34.0,312857,1,7,5,3,3,không
25.0,75.0,312855,5,6,5,4,4,không
2.7,270.0,312852,9,22,1,5,5,không
6.8,65.0,312851,42,5,5,4,4,không
3.5,20.0,312840,3,4,5,3,4,không
9.5,40.0,312839,7,10,6,4,5,không
7.6,130.0,312838,6,5,3,5,4,không
10.8,65.0,312837,5,1,3,1,1,không
2.3,120.0,312835,4,3,2,4,2,không
12.2,50.0,312823,5,4,7,12,12,không
3.6,31.0,312822,4,3,5,4,4,không
3.7,39.0,312821,4,2,4,3,3,không
8.2,70.0,312815,4,5,4,4,4,không
6.9,52.0,312814,6,4,5,6,4,không
3.58,31.0,312806,4,6,4,4,4,không
5.9,50.0,312804,5,8,1,3,2,không
11.2,61.0,312803,4,4,4,4,1,không
9.99,70.0,312801,4,4,5,9,9,không
7.1,44.0,312800,4,3,5,9,10,không
13.5,82.0,312795,4,17,4,1,1,không
17.0,96.0,312787,6,30,4,4,4,không
7.0,38.0,312786,1,1,1,1,1,không
12.5,90.0,312782,5,12,4,4,4,không
13.5,60.0,312781,5,4,8,12,10,không
14.9,53.0,312778,5,8,3,4,4,không
6.9,43.0,312777,4,6,5,4,4,không
8.7,40.0,312775,4,6,4,4,3,không
4.8,50.0,312774,5,5,5,4,4,không
11.9,61.0,312773,4,5,4,4,3,không
11.5,72.0,312771,5,4,6,10,10,không
13.5,60.0,312769,5,4,8,12,10,không
11.8,105.0,312767,6,5,7,7,7,không
2.6,18.0,312766,4,3,4,2,3,không
7.5,45.0,312764,4,4,5,4,4,không
2.55,75.0,312763,4,3,1,1,1,không
4.5,57.0,312762,5,4,5,4,4,không
2.55,75.0,312761,4,3,1,1,1,không
4.2,48.0,312760,4,4,5,3,4,không
9.0,35.0,312758,5,10,3,4,4,không
23.0,52.0,312757,6,20,5,5,5,không
13.8,62.0,312756,5,5,4,4,4,không
15.8,62.0,312755,4,5,7,8,10,không
11.5,95.0,312754,6,5,5,7,8,không
5.5,55.0,312753,4,5,5,6,5,không
3.0,80.0,312750,5,5,2,3,2,không
14.5,81.0,312748,8,5,8,24,23,không
5.35,40.0,312747,4,1,5,4,4,không
11.5,88.0,312746,1,4,4,6,5,không
14.0,40.0,312745,8,8,3,4,4,không
60.0,120.0,312744,6,15,11,15,15,không
6.6,50.0,312742,5,1,6,4,4,không
9.0,51.0,312740,4,5,5,4,5,không
19.0,120.0,312739,8,5,7,30,31,không
5.0,36.0,312738,4,3,4,4,3,không
5.0,36.0,312734,4,3,4,4,3,không
13.0,55.0,312733,1,1,5,1,1,không
15.0,55.0,312731,5,7,5,4,4,không
13.2,60.0,312725,6,15,7,5,6,không
17.5,160.0,312724,8,5,9,28,29,không
0.0,82.0,312722,6,4,6,13,14,không
6.8,61.0,312721,4,4,7,5,4,không
9.6,45.0,312720,5,6,4,8,8,không
6.15,55.0,312719,5,1,5,4,1,không
8.0,50.0,312717,4,6,4,8,8,không
8.0,50.0,312716,4,6,4,8,8,không
6.1,45.0,312715,5,5,5,3,4,không
3.6,89.0,312712,6,4,1,2,2,không
7.9,50.0,312711,5,1,7,12,12,không
22.0,220.0,312710,12,7,4,3,3,không
4.6,52.0,312709,5,5,5,4,4,không
8.5,79.0,312706,1,4,4,5,5,không
8.0,50.0,312705,4,6,4,8,8,không
8.0,50.0,312703,4,6,4,8,8,không
8.0,50.0,312700,4,6,4,8,8,không
32.0,95.0,312697,8,15,9,18,18,không
32.0,95.0,312696,8,15,9,18,18,không
2.5,35.0,312695,4,3,4,3,2,không
11.0,50.0,312692,5,5,3,3,3,không
4.55,35.0,312689,4,1,5,3,4,đầy đủ
28.0,60.0,312683,6,15,4,4,4,không
7.9,40.0,312682,5,1,5,4,4,không
28.0,60.0,312681,6,15,4,4,4,không
11.0,59.0,312678,4,3,9,23,23,không
14.8,81.0,312677,8,7,7,23,24,không
6.7,50.0,312675,5,1,6,4,4,không
6.2,40.0,312671,4,3,1,1,1,không
15.0,55.0,312670,6,5,5,5,3,không
11.9,42.0,312668,4,5,5,6,5,không
7.5,76.0,312667,4,1,5,7,5,không
7.0,61.0,312666,5,3,3,3,3,không
15.5,55.0,312661,7,4,5,4,3,không
11.0,90.0,312659,5,18,4,4,4,không
9.6,50.0,312655,4,1,4,4,4,không
4.5,36.0,312653,4,3,4,4,3,không
4.9,53.0,312652,4,1,3,4,3,không
5.0,42.0,312651,4,3,5,4,3,không
2.8,32.0,312650,4,3,5,3,3,không
2.8,32.0,312648,4,3,5,3,3,không
5.2,38.0,312647,4,4,4,4,3,không
22.0,110.0,312646,8,3,6,23,24,không
14.0,75.0,312644,6,3,9,15,15,không
2.7,35.0,312635,4,3,4,3,3,không
2.1,32.0,312634,4,3,4,3,3,không
21.5,130.0,312633,6,4,8,25,25,không
6.7,70.0,312629,4,6,4,5,4,không
6.7,40.0,312627,5,3,5,2,3,không
3.9,31.0,312626,5,3,5,3,4,không
25.5,73.0,312624,5,9,8,3,8,không
27.0,63.0,312623,4,20,5,6,5,không
10.8,40.0,312622,4,6,5,3,4,không
12.0,40.0,312617,4,6,4,2,4,không
14.5,60.0,312616,5,6,4,4,4,không
21.6,55.0,312615,5,20,1,1,1,không
8.6,55.0,312614,4,5,5,6,4,không
5.2,33.0,312612,3,5,4,2,3,không
6.4,38.0,312609,3,3,5,4,4,không
3.5,50.0,312602,4,3,4,3,3,không
4.2,55.0,312601,4,3,4,4,3,không
4.0,51.0,312600,4,3,4,4,3,không
6.5,63.0,312599,4,3,1,2,2,đầy đủ
0.0,35.0,312597,4,10,7,4,5,không
4.2,42.0,312593,5,20,5,3,4,không
22.6,230.0,312590,9,12,4,16,16,không
3.3,40.0,312589,4,4,5,4,4,không
2.2,35.0,312588,3,3,4,4,4,không
7.5,44.0,312586,3,3,5,6,4,không
1.9,32.0,312582,4,3,3,3,2,không
3.6,40.0,312581,4,6,4,2,3,không
6.1,100.0,312578,8,1,4,4,3,không
13.6,94.0,312569,5,40,5,4,4,không
7.6,41.0,312568,4,3,6,4,5,không
7.0,45.0,312564,4,1,5,5,3,không
10.5,45.0,312561,5,6,7,4,5,không
10.5,45.0,312560,5,6,7,4,5,không
8.5,36.0,312559,1,30,6,3,3,không
8.5,49.0,312558,1,10,2,2,2,không
3.8,40.0,312557,4,5,4,3,3,không
19.5,108.0,312551,5,5,5,5,6,không
2.8,32.0,312550,4,4,5,4,4,không
3.0,39.0,312542,3,4,4,3,3,không
8.8,50.0,312541,1,4,6,4,4,không
6.1,75.0,312539,5,10,4,4,4,không
6.1,75.0,312538,5,10,4,4,4,không
16.2,170.0,312536,15,20,3,4,5,không
27.0,102.0,312534,5,8,5,8,4,không
9.0,33.0,312533,1,20,7,4,4,không
8.5,50.0,312532,1,10,7,11,11,không
8.8,60.0,312531,1,5,4,4,4,không
12.0,45.0,312530,4,12,6,10,11,không
2.75,32.0,312529,4,3,1,3,1,không
13.0,78.0,312528,4,6,5,6,1,không
33.8,63.0,312527,1,10,7,6,7,không
5.1,50.0,312526,5,3,5,5,5,không
17.5,90.0,312523,5,12,5,4,4,không
59.0,166.0,312522,11,9,9,22,22,không
9.5,78.0,312520,5,12,5,4,4,không
19.3,178.0,312519,28,12,3,4,1,cơ bản
15.5,71.0,312518,1,1,1,1,1,không
2.15,60.0,312517,6,6,1,2,2,không
22.8,110.0,312516,6,8,8,28,28,không
2.55,115.0,312515,10,6,2,3,2,không
5.2,50.0,312514,5,3,3,4,3,đầy đủ
14.0,75.0,312513,6,3,9,15,15,không
33.0,83.0,312512,8,20,5,6,5,không
0.0,0.0,312511,1,1,1,1,1,không
4.15,35.0,312510,4,5,6,4,4,không
22.0,110.0,312508,8,3,6,23,24,không
12.8,90.0,312507,5,12,5,5,4,cơ bản
156.0,365.0,312505,9,50,9,9,10,không
5.5,45.0,312503,4,3,4,4,3,không
2.6,35.0,312501,3,3,3,2,3,không
6.8,61.0,312499,4,4,7,5,4,không
4.0,51.0,312498,4,3,4,4,3,không
2.15,48.0,312496,4,3,2,2,2,không
2.15,48.0,312494,4,3,4,3,4,không
2.15,48.0,312493,4,3,4,3,4,không
1.79,23.0,312492,3,2,4,3,3,không
3.3,127.0,312485,5,3,2,3,2,không
8.4,66.0,312480,17,3,4,4,3,không
16.0,60.0,312476,5,10,5,5,5,không
69.0,92.0,312473,7,12,9,6,10,không
4.65,38.0,312471,4,3,4,3,4,không
22.1,130.0,312469,7,50,1,1,1,không
9.9,75.0,312463,6,13,1,1,1,không
8.2,100.0,312462,7,5,3,5,5,không
328.0,444.0,312460,15,18,12,10,12,không
2.5,32.0,312459,4,3,4,3,4,không
7.3,64.0,312456,5,6,4,5,4,không
3.222,26.0,312454,4,1,4,3,3,không
11.5,90.0,312452,1,3,6,16,16,không
16.0,146.0,312451,1,3,6,16,16,không
4.85,40.0,312444,5,4,4,3,3,không
148.0,127.0,312443,6,10,9,24,25,không
7.7,72.0,312441,5,4,4,4,3,không
3.222,26.0,312440,4,1,4,3,3,không
9.9,50.0,312429,5,1,5,4,3,không
3.5,35.0,312426,4,1,4,3,3,không
2.8,30.0,312425,3,4,4,3,3,không
7.6,34.0,312424,4,4,7,4,5,không
160.0,230.0,312417,6,10,2,4,5,không
6.68,72.0,312416,4,8,3,4,4,không
2.35,30.0,312414,4,3,4,3,4,không
6.2,40.0,312410,4,6,5,6,4,không
2.9,28.0,312407,6,2,3,3,3,không
8.5,45.0,312403,4,5,5,5,3,không
3.2,21.0,312400,5,3,3,2,3,không
7.95,41.0,312397,4,4,6,3,4,không
10.8,75.0,312389,5,10,1,1,1,không
8.3,68.0,312385,5,8,5,4,5,không
8.3,50.0,312384,5,8,5,4,5,không
28.5,70.0,312382,4,8,7,8,7,không
6.2,62.0,312380,4,2,5,9,5,không
9.0,66.0,312379,6,5,3,3,3,không
14.5,100.0,312377,5,7,5,4,5,không
5.0,38.0,312374,4,3,5,4,4,không
